dataset_slug,dataset_name,task_name,fold,problem_type,num_trials,sample_size,seed,train_metric_error,val_metric_error,test_metric_error,train_rows,val_rows,test_rows,model_train_seconds,run_seconds,status,hf_found,hf_dataset_name,hf_method,hf_metric_name,hf_metric_error,hf_delta_local_minus_hf,hf_local_rank,hf_total_methods,hf_best_metric_error
airfoil-self-noise,tabarena-airfoil-self-noise,fold-2,2,regression,1,50000,42,4.643657527833457,5.212366040297117,5.1150558895696125,801,201,501,0.3293626308441162,1.5761549472808838,ok,True,airfoil_self_noise,GBM (default),rmse,1.6004814370861735,3.514574452483439,42,45,1.0424510584287758
airfoil-self-noise,tabarena-airfoil-self-noise,fold-6,6,regression,1,50000,42,4.694808007763414,4.5434589860692185,4.891242241526418,801,201,501,0.4850082397460937,1.7356140613555908,ok,True,airfoil_self_noise,GBM (default),rmse,1.4903638999977191,3.4008783415286983,42,45,1.0902574093038035
airfoil-self-noise,tabarena-airfoil-self-noise,fold-10,10,regression,1,50000,42,4.527718310335642,5.030907761373221,4.500549736172631,801,201,501,0.0655996799468994,1.3992552757263184,ok,True,airfoil_self_noise,GBM (default),rmse,1.5409089879880646,2.959640748184566,42,45,1.0540866414068502
airfoil-self-noise,tabarena-airfoil-self-noise,fold-14,14,regression,1,50000,42,1.5269206004460534,2.3806641669797157,2.215238813006005,801,201,501,0.3446745872497558,1.619828224182129,ok,True,airfoil_self_noise,GBM (default),rmse,1.4714127989238883,0.7438260140821167,39,45,1.0765307709350374
airfoil-self-noise,tabarena-airfoil-self-noise,fold-18,18,regression,1,50000,42,4.448199836755332,5.166972878948148,4.837837760114365,801,201,501,0.0820145606994628,1.4125688076019287,ok,True,airfoil_self_noise,GBM (default),rmse,1.6097512242890002,3.2280865358253648,42,45,1.0661763737141177
airfoil-self-noise,tabarena-airfoil-self-noise,fold-22,22,regression,1,50000,42,3.4452270061369243,3.886207671171822,3.974552508224381,801,201,501,0.9040720462799072,2.284368991851806,ok,True,airfoil_self_noise,GBM (default),rmse,1.4941470264508492,2.4804054817735324,40,45,1.1114469131535665
airfoil-self-noise,tabarena-airfoil-self-noise,fold-26,26,regression,1,50000,42,5.286737477402232,5.434200018218326,5.3143541557182985,801,201,501,0.6739752292633057,2.036925792694092,ok,True,airfoil_self_noise,GBM (default),rmse,1.57697472900351,3.7373794267147886,44,45,1.158504360163006
amazon-employee-access,tabarena-amazon-employee-access,fold-0,0,binary_classification,1,50000,42,0.4415236309091677,0.4583170523069774,0.4590803196599217,17476,4370,10923,1.320906400680542,14.547988891601562,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.1634030411235577,0.2956772785363639,45,45,0.1230717758788864
amazon-employee-access,tabarena-amazon-employee-access,fold-4,4,binary_classification,1,50000,42,0.3931225140394949,0.4357925923650225,0.4335524527392129,17476,4370,10923,1.90796422958374,5.3829522132873535,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.1484161378567237,0.2851363148824892,45,45,0.1125839340999693
amazon-employee-access,tabarena-amazon-employee-access,fold-8,8,binary_classification,1,50000,42,0.403659862977037,0.4474424467718444,0.4421957544019639,17476,4370,10923,2.233794689178467,5.71970009803772,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.156686655704936,0.2855090986970279,45,45,0.1237984699634762
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-3,3,regression,1,50000,42,898.6301593323466,863.6347504279305,892.4031110285977,820,205,513,0.1130681037902832,1.4664947986602783,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,746.2814167686921,146.12169425990555,45,45,726.7427178554125
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-7,7,regression,1,50000,42,664.5669154311894,727.4712277543962,749.4831300074311,820,205,513,0.8616724014282227,2.146221160888672,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,746.4688064991403,3.014323508290772,34,45,703.9042957444839
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-11,11,regression,1,50000,42,743.7557313560839,777.6385686082107,842.1114884118582,820,206,512,1.265277624130249,2.575462102890014,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,774.6645674968966,67.44692091496165,43,45,756.694920051813
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-15,15,regression,1,50000,42,937.1798748689127,953.6416613535988,973.7126876776912,820,205,513,0.0956747531890869,1.51155424118042,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,727.7197463992476,245.99294127844348,45,45,701.689369242221
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-19,19,regression,1,50000,42,672.2320197876415,861.573732332154,726.3846157232109,820,205,513,0.1518497467041015,1.4059147834777832,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,709.4821752069854,16.90244051622551,33,45,682.2751758741015
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-23,23,regression,1,50000,42,717.0435602338312,818.8902557699553,721.8311870949658,820,206,512,0.5932385921478271,2.1057896614074707,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,694.2475384573319,27.583648637633928,35,45,659.8072766654172
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-27,27,regression,1,50000,42,906.6786007269328,799.9259841402659,849.0814259383106,820,205,513,0.4213185310363769,1.7110629081726074,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,774.0630331760972,75.01839276221347,43,45,737.4113645184424
apsfailure,tabarena-apsfailure,fold-1,1,binary_classification,1,10000,42,0.0030149957432632,0.0112397743478563,0.0141444339601939,10000,10134,25333,4.013376474380493,10.222832918167114,ok,True,APSFailure,GBM (default),roc_auc,0.0085832656733449,0.0055611682868489,42,45,0.0073721445656228
apsfailure,tabarena-apsfailure,fold-5,5,binary_classification,1,10000,42,0.0031589857129495,0.0136137016737203,0.0125749709244913,10000,10134,25333,2.114962577819824,8.022258520126343,ok,True,APSFailure,GBM (default),roc_auc,0.0062365978363432,0.0063383730881481,43,45,0.00561734436374
bank-customer-churn,tabarena-bank-customer-churn,fold-0,0,binary_classification,1,10000,42,0.1446767361590021,0.150610667996012,0.1519693578404045,5332,1334,3334,0.1480462551116943,6.947831869125366,ok,True,Bank_Customer_Churn,GBM (default),roc_auc,0.1306379992733305,0.021331358567074,40,45,0.1205852741236281
bank-customer-churn,tabarena-bank-customer-churn,fold-4,4,binary_classification,1,10000,42,0.1120489774821008,0.1376530131826742,0.1636632620558847,5333,1334,3333,0.1806244850158691,1.58270001411438,ok,True,Bank_Customer_Churn,GBM (default),roc_auc,0.1519744559855189,0.0116888060703658,40,45,0.138741311361515
bank-customer-churn,tabarena-bank-customer-churn,fold-8,8,binary_classification,1,10000,42,0.048810968721936,0.1444174421180902,0.1402401465873058,5333,1334,3333,0.7217485904693604,2.262803792953491,ok,True,Bank_Customer_Churn,GBM (default),roc_auc,0.1393611554737729,0.0008789911135329,30,45,0.1274870065802251
bank-marketing,tabarena-bank-marketing,fold-3,3,binary_classification,1,50000,42,0.1855008326325148,0.2324467752014208,0.2376184063390323,24112,6028,15071,0.504622220993042,2.212865114212036,ok,True,bank-marketing,GBM (default),roc_auc,0.2323137870064295,0.0053046193326027,33,45,0.2300972457425205
bank-marketing,tabarena-bank-marketing,fold-7,7,binary_classification,1,50000,42,0.2488882596492809,0.2613837513521002,0.2572531330773626,24112,6029,15070,0.1106758117675781,1.7999842166900637,ok,True,bank-marketing,GBM (default),roc_auc,0.2348272125593253,0.0224259205180372,38,45,0.2332039129521304
bioresponse,tabarena-bioresponse,fold-2,2,binary_classification,1,10000,42,0.0332959361253,0.1339262779347547,0.1511928337149575,2000,501,1250,4.991478204727173,14.82274317741394,ok,True,Bioresponse,GBM (default),roc_auc,0.1260623594694391,0.0251304742455183,41,45,0.1182210120263217
bioresponse,tabarena-bioresponse,fold-6,6,binary_classification,1,10000,42,0.061323059102012,0.187080036739232,0.1540924698965751,2000,500,1251,1.75504469871521,11.4598069190979,ok,True,Bioresponse,GBM (default),roc_auc,0.1311526046734313,0.0229398652231437,39,45,0.1227509305163014
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-1,1,binary_classification,1,50000,42,0.3096606648199447,0.3344298245614036,0.307671721677074,399,100,249,0.0259315967559814,1.539559841156006,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2527653880463871,0.0549063336306868,45,45,0.2003122212310437
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-5,5,binary_classification,1,50000,42,0.2806094182825486,0.2779605263157895,0.2526761819803746,399,100,249,1.094569206237793,2.40765643119812,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.1935325602140947,0.0591436217662799,40,45,0.1909901873327386
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-9,9,binary_classification,1,50000,42,0.2474279115341545,0.2033991228070175,0.3654385964912281,398,100,250,0.6447153091430664,2.107079029083252,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.3039035087719298,0.0615350877192982,43,45,0.2587719298245613
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-13,13,binary_classification,1,50000,42,0.198424515235457,0.2151864035087719,0.2624888492417485,399,100,249,0.0343568325042724,1.7980268001556396,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2950936663693131,-0.0326048171275645,30,45,0.2032560214094557
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-17,17,binary_classification,1,50000,42,0.2739958448753462,0.2538377192982456,0.2351025869759144,399,100,249,0.2451100349426269,1.566730499267578,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2418376449598571,-0.0067350579839426,14,45,0.2218554861730597
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-21,21,binary_classification,1,50000,42,0.2098614221724525,0.2919407894736842,0.2795175438596491,398,100,250,0.5019209384918213,2.0042977333068848,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2810526315789473,-0.0015350877192982,15,45,0.2621929824561404
