dataset_slug,dataset_name,task_name,fold,problem_type,num_trials,sample_size,seed,train_metric_error,val_metric_error,test_metric_error,train_rows,val_rows,test_rows,model_train_seconds,run_seconds,status,hf_found,hf_dataset_name,hf_method,hf_metric_name,hf_metric_error,hf_delta_local_minus_hf,hf_local_rank,hf_total_methods,hf_best_metric_error
airfoil-self-noise,tabarena-airfoil-self-noise,fold-3,3,regression,1,50000,42,1.2144654979840082,1.9241071714357287,2.009831020132326,801,201,501,0.9774444103240968,2.2661702632904053,ok,True,airfoil_self_noise,GBM (default),rmse,1.5332980147541346,0.4765330053781915,39,45,1.028173689596162
airfoil-self-noise,tabarena-airfoil-self-noise,fold-7,7,regression,1,50000,42,2.1612235650648475,2.6854508597430016,2.7423745901809284,801,201,501,0.6231555938720703,1.9016308784484863,ok,True,airfoil_self_noise,GBM (default),rmse,1.648461338945206,1.0939132512357224,40,45,1.3060846977269098
airfoil-self-noise,tabarena-airfoil-self-noise,fold-11,11,regression,1,50000,42,5.213439087680597,5.3928680859857945,5.585370872222787,801,201,501,0.2604603767395019,1.6645855903625488,ok,True,airfoil_self_noise,GBM (default),rmse,1.6306886673820544,3.954682204840732,45,45,1.12828060296917
airfoil-self-noise,tabarena-airfoil-self-noise,fold-15,15,regression,1,50000,42,4.272301535190122,4.75534987528918,4.625334134781462,801,201,501,1.1746268272399902,2.531980276107788,ok,True,airfoil_self_noise,GBM (default),rmse,1.6008692089226382,3.024464925858824,40,45,1.133741581298553
airfoil-self-noise,tabarena-airfoil-self-noise,fold-19,19,regression,1,50000,42,4.345543896197894,4.634933519529311,4.803413596052171,801,201,501,0.8936429023742676,2.236452341079712,ok,True,airfoil_self_noise,GBM (default),rmse,1.5281510335933304,3.275262562458841,40,45,0.9786571771458628
airfoil-self-noise,tabarena-airfoil-self-noise,fold-23,23,regression,1,50000,42,2.8170806871567264,3.2290087750170318,3.0458536516939563,801,201,501,1.4854769706726074,2.8918607234954834,ok,True,airfoil_self_noise,GBM (default),rmse,1.699299515781381,1.3465541359125752,40,45,1.0949814652755565
airfoil-self-noise,tabarena-airfoil-self-noise,fold-27,27,regression,1,50000,42,1.4477050830629774,2.034041502208316,2.2267143233100533,801,201,501,0.4115712642669678,1.862705945968628,ok,True,airfoil_self_noise,GBM (default),rmse,1.631816449925383,0.5948978733846699,39,45,1.141427455237724
amazon-employee-access,tabarena-amazon-employee-access,fold-1,1,binary_classification,1,50000,42,0.4058893496698509,0.4316748927852414,0.4346108926443038,17476,4370,10923,1.855273962020874,5.3551671504974365,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.1466546595341388,0.287956233110165,45,45,0.1047241260336855
amazon-employee-access,tabarena-amazon-employee-access,fold-5,5,binary_classification,1,50000,42,0.4286213630027184,0.4488326144080121,0.4487378657172641,17476,4370,10923,1.1209309101104736,4.959404230117798,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.1713506571665001,0.277387208550764,45,45,0.1228595071519917
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-0,0,regression,1,50000,42,722.8080077178935,701.6967448006197,721.8559172069555,820,205,513,0.3468132019042969,6.293967485427856,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,727.096139944832,-5.240222737876479,30,45,684.4739289534879
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-4,4,regression,1,50000,42,315.94160869648874,729.2378102907456,776.250081521336,820,205,513,0.4264187812805176,1.7396035194396973,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,761.084859104398,15.165222416938036,38,45,722.6529421211595
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-8,8,regression,1,50000,42,708.6086938200481,828.70500031908,787.1981389295529,820,206,512,1.5554921627044678,2.8925020694732666,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,737.6286151076337,49.56952382191923,42,45,716.0325081352468
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-12,12,regression,1,50000,42,650.9812347018096,672.08225134779,757.7858854965139,820,205,513,1.1521821022033691,2.4958415031433105,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,734.0509505423823,23.73493495413152,28,45,712.0036764324274
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-16,16,regression,1,50000,42,282.31083073334594,755.5667264341865,793.4400509692133,820,205,513,1.2256684303283691,2.582594156265259,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,751.8667176541305,41.57333331508278,43,45,720.6484085667272
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-20,20,regression,1,50000,42,803.9209977441674,828.0799046714002,885.833772385202,820,206,512,0.9245200157165528,2.437958240509033,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,749.3504230158543,136.4833493693477,45,45,736.8072203310385
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-24,24,regression,1,50000,42,709.7709997633367,894.4893392086299,847.6150300022489,820,205,513,0.4357762336730957,1.781383752822876,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,781.1274408135182,66.48758918873068,43,45,745.6296716830508
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-28,28,regression,1,50000,42,806.6303320034682,760.0133331273188,825.3419895359821,820,205,513,0.1824507713317871,1.47892427444458,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,703.304733770604,122.03725576537806,43,45,689.3374125961791
apsfailure,tabarena-apsfailure,fold-2,2,binary_classification,1,10000,42,0.0009239050009594,0.011730155356877,0.013074718571021,10000,10134,25333,6.8059258460998535,13.243625164031982,ok,True,APSFailure,GBM (default),roc_auc,0.0094402141712931,0.0036345043997279,38,45,0.0073480941827037
apsfailure,tabarena-apsfailure,fold-6,6,binary_classification,1,10000,42,0.0015022532464309,0.0097664347653226,0.0120690598964321,10000,10134,25334,3.0755770206451416,9.266526222229004,ok,True,APSFailure,GBM (default),roc_auc,0.0092041908890859,0.0028648690073461,38,45,0.0063322713786798
