dataset_slug,dataset_name,task_name,fold,problem_type,num_trials,sample_size,seed,train_metric_error,val_metric_error,test_metric_error,train_rows,val_rows,test_rows,model_train_seconds,run_seconds,status,hf_found,hf_dataset_name,hf_method,hf_metric_name,hf_metric_error,hf_delta_local_minus_hf,hf_local_rank,hf_total_methods,hf_best_metric_error
airfoil-self-noise,tabarena-airfoil-self-noise,fold-0,0,regression,1,50000,42,4.356776185360133,4.233379375815059,4.659530405881664,801,201,501,0.3399558067321777,1.6197996139526367,ok,True,airfoil_self_noise,GBM (default),rmse,1.48537141921174,3.1741589866699247,40,45,0.9148346227283912
airfoil-self-noise,tabarena-airfoil-self-noise,fold-4,4,regression,1,50000,42,6.333870718361901,6.25482270202547,5.951344857727121,801,201,501,0.3436076641082763,1.6466763019561768,ok,True,airfoil_self_noise,GBM (default),rmse,1.5199041817704546,4.431440675956667,45,45,0.9883040405079432
airfoil-self-noise,tabarena-airfoil-self-noise,fold-8,8,regression,1,50000,42,1.84810659193957,2.773896570450095,2.362176835493091,801,201,501,0.5706677436828613,1.8660056591033936,ok,True,airfoil_self_noise,GBM (default),rmse,1.353589955770648,1.008586879722443,40,45,0.9285486147696846
airfoil-self-noise,tabarena-airfoil-self-noise,fold-12,12,regression,1,50000,42,2.207996269877837,2.4702839083496326,2.8402712917823094,801,201,501,0.5735905170440674,2.026211738586426,ok,True,airfoil_self_noise,GBM (default),rmse,1.7006943404717818,1.1395769513105276,40,45,1.032568122722141
airfoil-self-noise,tabarena-airfoil-self-noise,fold-16,16,regression,1,50000,42,4.476300258982862,4.917860115452956,4.518516639170502,801,201,501,1.256059646606445,2.573240041732788,ok,True,airfoil_self_noise,GBM (default),rmse,1.697611879617766,2.8209047595527363,40,45,1.0915502622412074
airfoil-self-noise,tabarena-airfoil-self-noise,fold-20,20,regression,1,50000,42,2.2918616872970348,2.9266067408638974,2.8573214055030287,801,201,501,1.6438782215118408,2.948288679122925,ok,True,airfoil_self_noise,GBM (default),rmse,1.4361773849472803,1.4211440205557484,40,45,1.0231700118834288
airfoil-self-noise,tabarena-airfoil-self-noise,fold-24,24,regression,1,50000,42,2.728298577215683,3.0589393053930274,3.303231663792304,801,201,501,1.9104232788085935,3.225863456726074,ok,True,airfoil_self_noise,GBM (default),rmse,1.6105723732293282,1.6926592905629758,40,45,1.1431634894100384
airfoil-self-noise,tabarena-airfoil-self-noise,fold-28,28,regression,1,50000,42,6.064921112434832,6.257621750548767,6.351590901420376,801,201,501,0.2387135028839111,1.5691032409667969,ok,True,airfoil_self_noise,GBM (default),rmse,1.4592213201261317,4.892369581294243,45,45,1.0202671180672895
amazon-employee-access,tabarena-amazon-employee-access,fold-2,2,binary_classification,1,50000,42,0.3908609606505782,0.4391854462505316,0.4342851922985399,17476,4370,10923,5.167014360427856,8.7092604637146,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.1556947265478071,0.2785904657507327,45,45,0.1082748784460748
amazon-employee-access,tabarena-amazon-employee-access,fold-6,6,binary_classification,1,50000,42,0.4176421450850245,0.412809223493449,0.4585774684528327,17476,4370,10923,1.259352445602417,4.723353147506714,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.1682342873027802,0.2903431811500525,45,45,0.1200474422163153
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-1,1,regression,1,50000,42,443.2922783124578,720.1493605563797,763.9173206246342,820,205,513,0.7727389335632324,2.1127188205718994,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,745.2317427602255,18.68557786440863,36,45,714.6702841954356
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-5,5,regression,1,50000,42,579.7359463424227,689.4296342392723,753.7545500797067,820,206,512,1.4809248447418213,2.796678304672241,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,752.70043676175,1.0541133179567623,35,45,712.2787670489912
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-9,9,regression,1,50000,42,740.2924916515435,830.0896590951131,734.3782282876178,820,205,513,0.1036446094512939,1.4027786254882812,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,737.0718329307715,-2.6936046431536624,30,45,689.1111369554578
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-13,13,regression,1,50000,42,666.7357827474174,682.93575265609,788.1071658367783,820,205,513,0.0681815147399902,1.4384570121765137,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,788.4295358216963,-0.3223699849179411,32,45,747.1575827548468
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-17,17,regression,1,50000,42,1252.8547975439135,1323.8650400780214,1349.6496799199097,820,206,512,1.817044019699097,3.1258840560913086,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,747.020449118762,602.6292308011476,45,45,728.1997402537252
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-21,21,regression,1,50000,42,1807.765344780698,1811.3671536433087,1766.6460181588006,820,205,513,0.0601959228515625,1.3201401233673096,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,772.465495726888,994.1805224319128,45,45,756.9574557172316
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-25,25,regression,1,50000,42,868.6559522306372,925.480563501044,834.261395291006,820,205,513,0.3287510871887207,1.6352720260620115,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,733.7116361835959,100.54975910741008,45,45,701.1645637089788
another-dataset-on-used-fiat-500,tabarena-another-dataset-on-used-fiat-500,fold-29,29,regression,1,50000,42,665.4448642075866,769.6604294602027,785.6410814016441,820,206,512,1.0690267086029053,2.485166072845459,ok,True,Another-Dataset-on-used-Fiat-500,GBM (default),rmse,771.506977514324,14.134103887320066,38,45,716.9619970182091
apsfailure,tabarena-apsfailure,fold-3,3,binary_classification,1,10000,42,2.917092790999387e-05,0.0114336203682196,0.0132235907204869,10000,10134,25334,1.690099000930786,7.677676916122436,ok,True,APSFailure,GBM (default),roc_auc,0.0117294971589976,0.0014940935614893,34,45,0.0101796564521956
apsfailure,tabarena-apsfailure,fold-7,7,binary_classification,1,10000,42,0.0091592654154244,0.0159692328475102,0.0157412389458206,10000,10134,25333,1.911869764328003,7.956997156143188,ok,True,APSFailure,GBM (default),roc_auc,0.0061712053718374,0.0095700335739832,43,45,0.0048063461411862
bank-customer-churn,tabarena-bank-customer-churn,fold-2,2,binary_classification,1,10000,42,0.187460241678559,0.18371621247369,0.191782376450141,5333,1334,3333,0.0643260478973388,1.43731689453125,ok,True,Bank_Customer_Churn,GBM (default),roc_auc,0.1447999129887585,0.0469824634613825,40,45,0.1369417102370279
bank-customer-churn,tabarena-bank-customer-churn,fold-6,6,binary_classification,1,10000,42,0.1692734967110198,0.1639266229090507,0.1848797250859106,5332,1334,3334,0.069798469543457,1.4320964813232422,ok,True,Bank_Customer_Churn,GBM (default),roc_auc,0.1395233380206295,0.0453563870652811,40,45,0.1292198841211597
bank-marketing,tabarena-bank-marketing,fold-1,1,binary_classification,1,50000,42,0.2196188113295296,0.2247820654230008,0.2439607504458287,24112,6029,15070,2.754313707351685,5.715440988540649,ok,True,bank-marketing,GBM (default),roc_auc,0.2435251837353247,0.000435566710504,19,45,0.2398835971037126
bank-marketing,tabarena-bank-marketing,fold-5,5,binary_classification,1,50000,42,0.2463487550371149,0.2694057686056984,0.2609392844685611,24112,6029,15070,0.2938807010650635,1.9912950992584229,ok,True,bank-marketing,GBM (default),roc_auc,0.2409465444110314,0.0199927400575296,38,45,0.2389646593997052
bioresponse,tabarena-bioresponse,fold-0,0,binary_classification,1,10000,42,0.0088217370501876,0.1394962857925521,0.1177263998929198,2000,500,1251,6.564937591552734,22.815613508224487,ok,True,Bioresponse,GBM (default),roc_auc,0.111203776634903,0.0065226232580168,14,45,0.1083337194396825
bioresponse,tabarena-bioresponse,fold-4,4,binary_classification,1,10000,42,0.2005510884803171,0.2159806062162856,0.2071845926934422,2000,501,1250,0.6171557903289795,10.494297504425049,ok,True,Bioresponse,GBM (default),roc_auc,0.1306856859954205,0.0764989066980217,45,45,0.1230996142500567
bioresponse,tabarena-bioresponse,fold-8,8,binary_classification,1,10000,42,0.1293204853445915,0.18037182121757,0.1639798254842502,2000,501,1250,0.9468960762023926,10.691887855529783,ok,True,Bioresponse,GBM (default),roc_auc,0.1250335210512201,0.0389463044330301,42,45,0.1160266724426016
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-3,3,binary_classification,1,50000,42,0.2676371780515116,0.1866776315789473,0.3075,398,100,250,0.0840070247650146,1.3429949283599854,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.3167543859649122,-0.0092543859649122,36,45,0.2478070175438596
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-7,7,binary_classification,1,50000,42,0.1945810249307479,0.2214912280701754,0.2862622658340766,399,100,249,0.0733828544616699,1.3183307647705078,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2384924174843889,0.0477698483496876,41,45,0.2115967885816235
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-11,11,binary_classification,1,50000,42,0.2590893351800554,0.2952302631578948,0.3131578947368421,399,100,249,0.0315644741058349,1.3162956237792969,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2405441570026761,0.0726137377341659,44,45,0.2181534344335414
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-15,15,binary_classification,1,50000,42,0.2657999720044792,0.2154605263157895,0.2832894736842105,398,100,250,0.0328361988067626,1.5445764064788818,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2524122807017543,0.0308771929824561,41,45,0.2374122807017543
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-19,19,binary_classification,1,50000,42,0.2152181440443212,0.2587719298245613,0.3807760927743087,399,100,249,0.125967264175415,1.561661720275879,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.3166815343443354,0.0640945584299732,43,45,0.3166815343443354
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-23,23,binary_classification,1,50000,42,0.5,0.5,0.5,399,100,249,0.0226404666900634,1.385962724685669,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.2943800178412132,0.2056199821587867,45,45,0.2487511150758251
blood-transfusion-service-center,tabarena-blood-transfusion-service-center,fold-27,27,binary_classification,1,50000,42,0.1891097424412093,0.2083333333333333,0.3297368421052632,398,100,250,0.0298638343811035,1.338390588760376,ok,True,blood-transfusion-service-center,GBM (default),roc_auc,0.3039473684210525,0.0257894736842106,43,45,0.2551754385964913
churn,tabarena-churn,fold-1,1,binary_classification,1,10000,42,0.1924056118931159,0.2031487876424937,0.2332522000734345,2666,667,1667,0.0517072677612304,1.595052719116211,ok,True,churn,GBM (default),roc_auc,0.0996280898743322,0.1336241101991022,43,45,0.0850241030925392
churn,tabarena-churn,fold-5,5,binary_classification,1,10000,42,0.1118415425973311,0.1103282462589579,0.1501761898389757,2667,667,1666,0.0774347782135009,1.5106606483459473,ok,True,churn,GBM (default),roc_auc,0.0973073434735417,0.0528688463654339,40,45,0.074138007939694
coil2000-insurance-policies,tabarena-coil2000-insurance-policies,fold-0,0,binary_classification,1,50000,42,0.1614404566906148,0.2463682151182151,0.2617558148249932,5238,1310,3274,1.266706943511963,14.221792459487917,ok,True,coil2000_insurance_policies,GBM (default),roc_auc,0.2520457024841565,0.0097101123408367,26,45,0.2409806713801517
coil2000-insurance-policies,tabarena-coil2000-insurance-policies,fold-4,4,binary_classification,1,50000,42,0.1157237151522031,0.2599015567765568,0.2301804615218061,5238,1310,3274,1.1309003829956057,3.4550230503082275,ok,True,coil2000_insurance_policies,GBM (default),roc_auc,0.2234141954180928,0.0067662661037133,30,45,0.2017429901483165
coil2000-insurance-policies,tabarena-coil2000-insurance-policies,fold-8,8,binary_classification,1,50000,42,0.0955978611657661,0.2804643273393272,0.2919227632573498,5238,1310,3274,0.829939603805542,3.176041841506958,ok,True,coil2000_insurance_policies,GBM (default),roc_auc,0.2545144276034,0.0374083356539497,41,45,0.2225023537680179
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-3,3,regression,1,50000,42,2.945408919921789,4.241389959326002,4.579567847132126,548,138,344,1.6423110961914062,3.0286736488342285,ok,True,concrete_compressive_strength,GBM (default),rmse,4.101246870785971,0.4783209763461551,28,45,3.791052308991999
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-7,7,regression,1,50000,42,13.355328618584965,11.96877465789134,12.528943262741684,549,138,343,0.0454442501068115,1.512549638748169,ok,True,concrete_compressive_strength,GBM (default),rmse,4.104999547251212,8.423943715490473,45,45,3.262319329415383
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-11,11,regression,1,50000,42,9.006309732308116,8.645788261957746,9.425338531084188,549,138,343,0.3305962085723877,1.5869026184082031,ok,True,concrete_compressive_strength,GBM (default),rmse,4.93330224301168,4.492036288072509,45,45,4.519660815815444
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-15,15,regression,1,50000,42,16.44781251350459,17.131841958863653,16.903655798372263,548,138,344,0.0247993469238281,1.2571642398834229,ok,True,concrete_compressive_strength,GBM (default),rmse,3.94194617646994,12.961709621902322,45,45,3.5119058766396782
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-19,19,regression,1,50000,42,16.840131928378277,16.310127026262517,16.71338541843393,549,138,343,0.0264146327972412,1.276278734207153,ok,True,concrete_compressive_strength,GBM (default),rmse,4.433131147432473,12.280254271001455,45,45,3.8920212861380863
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-23,23,regression,1,50000,42,4.963619908244844,5.521667158003456,6.344097306389484,549,138,343,0.8711800575256348,2.1293654441833496,ok,True,concrete_compressive_strength,GBM (default),rmse,4.36238499271912,1.9817123136703645,40,45,4.050891528311244
concrete-compressive-strength,tabarena-concrete-compressive-strength,fold-27,27,regression,1,50000,42,16.836954624492474,16.33150245775999,16.560939155401247,548,138,344,0.02494478225708,1.4772019386291504,ok,True,concrete_compressive_strength,GBM (default),rmse,5.015703444514498,11.545235710886748,45,45,4.483114877649446
credit-card-clients-default,tabarena-credit-card-clients-default,fold-1,1,binary_classification,1,10000,42,0.1522568481297973,0.215543161846723,0.2310134418788677,10000,4000,10000,1.7292535305023191,4.100924968719482,ok,True,credit_card_clients_default,GBM (default),roc_auc,0.2206708157215022,0.0103426261573654,35,45,0.2163141223898035
credit-card-clients-default,tabarena-credit-card-clients-default,fold-5,5,binary_classification,1,10000,42,0.2227183997614757,0.2450852898767581,0.228006108530674,10000,4000,10000,1.7748863697052002,4.075299501419067,ok,True,credit_card_clients_default,GBM (default),roc_auc,0.2175603306798329,0.0104457778508411,35,45,0.2126544431039174
credit-g,tabarena-credit-g,fold-0,0,binary_classification,1,50000,42,0.3684727822580644,0.3071808510638298,0.4071581196581196,532,134,334,0.020282506942749,1.3741323947906494,ok,True,credit-g,GBM (default),roc_auc,0.2302991452991452,0.1768589743589744,44,45,0.2070940170940171
credit-g,tabarena-credit-g,fold-4,4,binary_classification,1,50000,42,0.1337801608579087,0.2473404255319149,0.2496566523605151,533,134,333,0.0375552177429199,1.3091962337493896,ok,True,credit-g,GBM (default),roc_auc,0.234077253218884,0.015579399141631,42,45,0.1993991416309013
credit-g,tabarena-credit-g,fold-8,8,binary_classification,1,50000,42,0.5,0.5,0.5,533,134,333,0.0132715702056884,1.336713790893555,ok,True,credit-g,GBM (default),roc_auc,0.2155364806866954,0.2844635193133046,45,45,0.1909442060085837
credit-g,tabarena-credit-g,fold-12,12,binary_classification,1,50000,42,0.182090053763441,0.3113031914893616,0.261196581196581,532,134,334,0.0297110080718994,1.342615842819214,ok,True,credit-g,GBM (default),roc_auc,0.2064529914529914,0.0547435897435896,43,45,0.1903418803418801
credit-g,tabarena-credit-g,fold-16,16,binary_classification,1,50000,42,0.5,0.5,0.5,533,134,333,0.0112960338592529,1.3152916431427002,ok,True,credit-g,GBM (default),roc_auc,0.2385407725321888,0.2614592274678111,45,45,0.2258369098712446
credit-g,tabarena-credit-g,fold-20,20,binary_classification,1,50000,42,0.5,0.5,0.5,533,134,333,0.0097744464874267,1.313446283340454,ok,True,credit-g,GBM (default),roc_auc,0.2117596566523605,0.2882403433476395,45,45,0.1862231759656653
credit-g,tabarena-credit-g,fold-24,24,binary_classification,1,50000,42,0.352654569892473,0.4348404255319149,0.414188034188034,532,134,334,0.0225827693939209,1.382242202758789,ok,True,credit-g,GBM (default),roc_auc,0.2744444444444445,0.1397435897435895,43,45,0.2165811965811965
credit-g,tabarena-credit-g,fold-28,28,binary_classification,1,50000,42,0.1960288203753351,0.2188829787234043,0.232618025751073,533,134,333,0.0304625034332275,1.3561859130859375,ok,True,credit-g,GBM (default),roc_auc,0.2346781115879828,-0.0020600858369097,42,45,0.1849356223175965
customer-satisfaction-in-airline,tabarena-customer-satisfaction-in-airline,fold-2,2,binary_classification,1,10000,42,0.0298166266944598,0.0323011781530455,0.0344497197530924,10000,17318,43293,15.973889589309692,22.828727960586548,ok,True,customer_satisfaction_in_airline,GBM (default),roc_auc,0.0058168519107001,0.0286328678423922,40,45,0.0046332560840987
customer-satisfaction-in-airline,tabarena-customer-satisfaction-in-airline,fold-6,6,binary_classification,1,10000,42,0.0043314245524372,0.0142110285994724,0.0139100335204869,10000,17318,43294,120.09947562217712,140.171813249588,ok,True,customer_satisfaction_in_airline,GBM (default),roc_auc,0.0056414237190486,0.0082686098014382,37,45,0.004474264459388
diabetes,tabarena-diabetes,fold-1,1,binary_classification,1,50000,42,0.1885614385614384,0.218698175787728,0.2311780932516989,409,103,256,0.0308549404144287,1.3534049987792969,ok,True,diabetes,GBM (default),roc_auc,0.1743927874587902,0.0567853057929086,45,45,0.15750521429052
