dataset_slug,dataset_name,task_name,fold,problem_type,num_trials,sample_size,seed,train_metric_error,val_metric_error,test_metric_error,train_rows,val_rows,test_rows,model_train_seconds,run_seconds,status,hf_found,hf_dataset_name,hf_method,hf_metric_name,hf_metric_error,hf_delta_local_minus_hf,hf_local_rank,hf_total_methods,hf_best_metric_error
airfoil-self-noise,tabarena-airfoil-self-noise,fold-1,1,regression,1,50000,42,2.202358662451109,2.598672240884772,2.674028975116071,801,201,501,0.8757376670837402,2.2941904067993164,ok,True,airfoil_self_noise,GBM (default),rmse,1.4717427390860092,1.2022862360300617,40,45,1.0728942273125233
airfoil-self-noise,tabarena-airfoil-self-noise,fold-5,5,regression,1,50000,42,2.1876544861260365,2.6955904570040574,2.8330390728836514,801,201,501,0.4913437366485595,1.7767863273620603,ok,True,airfoil_self_noise,GBM (default),rmse,1.6209394827922323,1.212099590091419,40,45,1.215976608556744
airfoil-self-noise,tabarena-airfoil-self-noise,fold-9,9,regression,1,50000,42,3.4448220692229428,3.739322904439378,3.6398783166963327,801,201,501,0.5640418529510498,1.9083797931671145,ok,True,airfoil_self_noise,GBM (default),rmse,1.4470224713896538,2.1928558453066787,40,45,0.9329625227148106
airfoil-self-noise,tabarena-airfoil-self-noise,fold-13,13,regression,1,50000,42,1.914232184829603,2.641447312467702,2.417010705872176,801,201,501,1.284518480300903,2.607313871383667,ok,True,airfoil_self_noise,GBM (default),rmse,1.5838342840816495,0.8331764217905264,40,45,1.0893447248399777
airfoil-self-noise,tabarena-airfoil-self-noise,fold-17,17,regression,1,50000,42,3.037843734647077,3.553587402130835,3.539490720902071,801,201,501,0.4700348377227783,1.7812767028808594,ok,True,airfoil_self_noise,GBM (default),rmse,1.567779435803561,1.97171128509851,40,45,0.9336311344035184
airfoil-self-noise,tabarena-airfoil-self-noise,fold-21,21,regression,1,50000,42,5.052372763299441,4.784889223270255,5.294857961600818,801,201,501,0.5209112167358398,1.7734827995300293,ok,True,airfoil_self_noise,GBM (default),rmse,1.401413231232579,3.893444730368239,43,45,0.942650475970968
airfoil-self-noise,tabarena-airfoil-self-noise,fold-25,25,regression,1,50000,42,4.693617186057156,5.243848751777314,4.956555258505424,801,201,501,0.3885684013366699,1.6737501621246338,ok,True,airfoil_self_noise,GBM (default),rmse,1.4967771632928113,3.459778095212613,42,45,1.0150818353544142
airfoil-self-noise,tabarena-airfoil-self-noise,fold-29,29,regression,1,50000,42,2.504779692334413,3.1809460917867183,3.090982398591692,801,201,501,0.8694853782653809,2.205522298812866,ok,True,airfoil_self_noise,GBM (default),rmse,1.7057537046136333,1.3852286939780587,40,45,1.1293917000618183
amazon-employee-access,tabarena-amazon-employee-access,fold-3,3,binary_classification,1,50000,42,0.3956298710901637,0.4398238864978048,0.4451673085367698,17476,4370,10923,4.700825929641724,8.24638295173645,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.154097026528034,0.2910702820087357,45,45,0.113316723842512
amazon-employee-access,tabarena-amazon-employee-access,fold-7,7,binary_classification,1,50000,42,0.4128693049777787,0.4522321887171767,0.444423448533744,17476,4370,10923,1.0726101398468018,4.50725245475769,ok,True,Amazon_employee_access,GBM (default),roc_auc,0.1511725558402388,0.2932508926935052,45,45,0.1148996942148048
